time,company,approved,requests,approved_number,country
2013H2,microsoft,0.6,15,9,Austria
2013H2,microsoft,0,2,0,Belarus
2013H2,microsoft,0.97,378,366,Belgium
2013H2,microsoft,0.99,1494,1479,Brazil
2013H2,microsoft,1,3,3,Bulgaria
2013H2,microsoft,0.89,47,41,Canada
2013H2,microsoft,0.98,218,213,Chile
2013H2,microsoft,0.75,4,3,China
2013H2,microsoft,1,114,114,Colombia
2013H2,microsoft,1,2,2,Croatia
2013H2,microsoft,1,66,66,Costa Rica
2013H2,microsoft,1,44,44,Czech Republic
2013H2,microsoft,0.86,70,60,Denmark
2013H2,microsoft,1,4,4,Dominican Republic
2013H2,microsoft,1,26,26,Ecuador
2013H2,microsoft,1,1,1,Egypt
2013H2,microsoft,1,3,3,El Salvador
2013H2,microsoft,0.77,13,10,Estonia
2013H2,microsoft,0.98,47,46,Finland
2013H2,microsoft,0.94,4627,4349,France
2013H2,microsoft,1,6,6,French Polynesia
2013H2,microsoft,0.97,5204,5047,Germany
2013H2,microsoft,0.75,8,6,Greece
2013H2,microsoft,1,344,344,Hong Kong
2013H2,microsoft,1,56,56,Hungary
2013H2,microsoft,1,1,1,Iceland
2013H2,microsoft,0.94,416,391,India
2013H2,microsoft,0.95,58,55,Ireland
2013H2,microsoft,0.67,15,10,Israel
2013H2,microsoft,0.94,933,877,Italy
2013H2,microsoft,0.98,459,449,Japan
2013H2,microsoft,0.94,105,98,South Korea
2013H2,microsoft,0,1,0,Latvia
2013H2,microsoft,1,1,1,Liechtenstein
2013H2,microsoft,0.83,6,4,Lithuania
2013H2,microsoft,0.94,47,44,Luxembourg
2013H2,microsoft,0.95,21,19,Malta
2013H2,microsoft,1,471,471,Mexico
2013H2,microsoft,0,1,0,Monaco
2013H2,microsoft,0.92,338,310,Netherlands
2013H2,microsoft,0.92,36,33,New Zealand
2013H2,microsoft,0.93,107,99,Norway
2013H2,microsoft,1,15,15,Panama
2013H2,microsoft,1,1,1,Paraguay
2013H2,microsoft,1,37,37,Peru
2013H2,microsoft,0.94,52,48,Poland
2013H2,microsoft,0.99,372,368,Portugal
2013H2,microsoft,0,1,0,Qatar
2013H2,microsoft,0,4,0,Russia
2013H2,microsoft,1,1,1,Sierra Leone
2013H2,microsoft,0.99,106,104,Singapore
2013H2,microsoft,0.94,16,15,Slovakia
2013H2,microsoft,1,2,2,Slovenia
2013H2,microsoft,0,3,0,South Africa
2013H2,microsoft,0.97,769,745,Spain
2013H2,microsoft,0.91,236,214,Sweden
2013H2,microsoft,0.74,72,53,Switzerland
2013H2,microsoft,0.98,568,556,Taiwan
2013H2,microsoft,0.99,83,82,Thailand
2013H2,microsoft,1,1,1,Trinidad and Tobago
2013H2,microsoft,1,5330,5330,Turkey
2013H2,microsoft,0.67,6,4,Ukraine
2013H2,microsoft,0.96,4213,4044,United Kingdom
2013H2,microsoft,0.96,5652,5425,United States
2013H2,microsoft,1,11,11,Venezuela
2014H1,microsoft,1,444,444,Argentina
2014H1,microsoft,0.5,4,2,Armenia
2014H1,microsoft,0.96,1101,1056,Australia
2014H1,microsoft,0.73,30,21,Austria
2014H1,microsoft,0,3,0,Belarus
2014H1,microsoft,0.98,433,424,Belgium
2014H1,microsoft,1,1241,1241,Brazil
2014H1,microsoft,0.92,61,56,Canada
2014H1,microsoft,0.98,209,204,Chile
2014H1,microsoft,0,1,0,China
2014H1,microsoft,1,187,187,Colombia
2014H1,microsoft,1,42,42,Costa Rica
2014H1,microsoft,1,1,1,Croatia
2014H1,microsoft,0,2,0,Cyprus
2014H1,microsoft,0.95,41,38,Czech Republic
2014H1,microsoft,0.94,72,67,Denmark
2014H1,microsoft,1,10,10,Dominican Republic
2014H1,microsoft,1,40,40,Ecuador
2014H1,microsoft,0.8,10,8,Estonia
2014H1,microsoft,1,33,33,Finland
2014H1,microsoft,0.94,4220,3966,France
2014H1,microsoft,0.97,5183,5027,Germany
2014H1,microsoft,0.8,10,8,Greece
2014H1,microsoft,1,229,229,Hong Kong
2014H1,microsoft,1,58,58,Hungary
2014H1,microsoft,1,1,1,Iceland
2014H1,microsoft,0.93,378,351,India
2014H1,microsoft,0.84,38,31,Ireland
2014H1,microsoft,0.66,41,27,Israel
2014H1,microsoft,0.87,1010,878,Italy
2014H1,microsoft,0.98,369,361,Japan
2014H1,microsoft,1,2,2,Latvia
2014H1,microsoft,0.7,10,7,Lithuania
2014H1,microsoft,0.92,84,77,Luxembourg
2014H1,microsoft,1,1,1,Malaysia
2014H1,microsoft,0.85,40,34,Malta
2014H1,microsoft,1,460,460,Mexico
2014H1,microsoft,1,1,1,Moldova
2014H1,microsoft,1,1,1,Monaco
2014H1,microsoft,0,1,0,Montenegro
2014H1,microsoft,0.99,353,349,Netherlands
2014H1,microsoft,0.97,79,76,New Zealand
2014H1,microsoft,0.97,115,111,Norway
2014H1,microsoft,0.67,3,2,Pakistan
2014H1,microsoft,1,17,17,Panama
2014H1,microsoft,1,1,1,Paraguay
2014H1,microsoft,1,13,13,Peru
2014H1,microsoft,0.8,56,44,Poland
2014H1,microsoft,0.99,511,505,Portugal
2014H1,microsoft,1,2,2,Puerto Rico
2014H1,microsoft,0,1,0,Qatar
2014H1,microsoft,0,1,0,Russian Federation
2014H1,microsoft,0.98,90,88,Singapore
2014H1,microsoft,1,17,17,Slovakia
2014H1,microsoft,1,1,1,Slovenia
2014H1,microsoft,0,1,0,South Africa
2014H1,microsoft,0.96,156,149,South Korea
2014H1,microsoft,0.97,829,804,Spain
2014H1,microsoft,0.96,274,263,Sweden
2014H1,microsoft,0.87,46,40,Switzerland
2014H1,microsoft,1,641,641,Taiwan
2014H1,microsoft,0.98,62,60,Thailand
2014H1,microsoft,0.99,4091,4050,Turkey
2014H1,microsoft,0.5,2,1,Ukraine
2014H1,microsoft,0,1,0,United Arab Emirates
2014H1,microsoft,0.94,4090,3844,United Kingdom
2014H1,microsoft,0.87,6919,6019,United States
2014H1,microsoft,1,8,8,Uruguay
2014H1,microsoft,1,12,12,Venezuela
2014H2,microsoft,0.98,416,407,Argentina
2014H2,microsoft,0.97,1231,1194,Australia
2014H2,microsoft,0.38,21,7,Austria
2014H2,microsoft,0,1,0,Belarus
2014H2,microsoft,0.96,481,461,Belgium
2014H2,microsoft,0,1,0,Bosnia And Herzegovina
2014H2,microsoft,0.99,1220,1207,Brazil
2014H2,microsoft,0.94,68,63,Canada
2014H2,microsoft,0.99,167,165,Chile
2014H2,microsoft,0.98,151,147,Colombia
2014H2,microsoft,1,37,37,Costa Rica
2014H2,microsoft,1,1,1,Croatia
2014H2,microsoft,0.33,3,0,Cyprus
2014H2,microsoft,0.95,42,39,Czech Republic
2014H2,microsoft,0.87,106,92,Denmark
2014H2,microsoft,1,9,9,Dominican Republic
2014H2,microsoft,1,28,28,Ecuador
2014H2,microsoft,0.5,4,2,Estonia
2014H2,microsoft,0.93,29,26,Finland
2014H2,microsoft,0.94,4546,4273,France
2014H2,microsoft,0.94,4192,3940,Germany
2014H2,microsoft,0.61,18,10,Greece
2014H2,microsoft,0.99,149,147,Hong Kong
2014H2,microsoft,0.95,57,54,Hungary
2014H2,microsoft,0.95,378,359,India
2014H2,microsoft,0.85,27,22,Ireland
2014H2,microsoft,0.73,40,29,Israel
2014H2,microsoft,0.85,759,645,Italy
2014H2,microsoft,0.81,368,298,Japan
2014H2,microsoft,0.8,5,4,Lithuania
2014H2,microsoft,0.93,54,50,Luxembourg
2014H2,microsoft,0.96,50,48,Malta
2014H2,microsoft,1,481,481,Mexico
2014H2,microsoft,0.5,4,2,Moldova
2014H2,microsoft,0.99,381,377,Netherlands
2014H2,microsoft,0.62,52,32,New Zealand
2014H2,microsoft,0.94,88,82,Norway
2014H2,microsoft,0.99,71,70,Panama
2014H2,microsoft,1,25,25,Peru
2014H2,microsoft,0.89,47,41,Poland
2014H2,microsoft,0.97,386,374,Portugal
2014H2,microsoft,0,1,0,Russian Federation
2014H2,microsoft,0.98,101,98,Singapore
2014H2,microsoft,1,20,20,Slovakia
2014H2,microsoft,1,1,1,Slovenia
2014H2,microsoft,0.95,126,119,South Korea
2014H2,microsoft,0.96,655,628,Spain
2014H2,microsoft,0.93,222,206,Sweden
2014H2,microsoft,0.8,64,51,Switzerland
2014H2,microsoft,0.99,532,526,Taiwan
2014H2,microsoft,0.7,67,46,Thailand
2014H2,microsoft,1,3039,3039,Turkey
2014H2,microsoft,0,1,0,United Arab Emirates
2014H2,microsoft,0.9,4518,4066,United Kingdom
2014H2,microsoft,0.84,5445,4573,United States
2014H2,microsoft,1,7,7,Uruguay
2014H2,microsoft,1,9,9,Venezuela
2015H1,microsoft,1,1,1,Andorra
2015H1,microsoft,0.95,584,554,Argentina
2015H1,microsoft,0.92,995,915,Australia
2015H1,microsoft,0.57,47,26,Austria
2015H1,microsoft,0,1,0,Belarus
2015H1,microsoft,0.92,406,373,Belgium
2015H1,microsoft,1,1,1,Bosnia And Herzegovina
2015H1,microsoft,0.96,1159,1112,Brazil
2015H1,microsoft,0.88,51,44,Canada
2015H1,microsoft,0.91,184,167,Chile
2015H1,microsoft,0.9,167,150,Colombia
2015H1,microsoft,0.88,41,36,Costa Rica
2015H1,microsoft,0,1,0,Cote D'Ivoire
2015H1,microsoft,0.5,2,1,Croatia
2015H1,microsoft,1,1,1,Cyprus
2015H1,microsoft,0.84,56,47,Czech Republic
2015H1,microsoft,0.85,67,56,Denmark
2015H1,microsoft,0.83,6,4,Dominican Republic
2015H1,microsoft,1,33,33,Ecuador
2015H1,microsoft,0.5,2,1,Estonia
2015H1,microsoft,0.94,31,29,Finland
2015H1,microsoft,0.8,4396,3516,France
2015H1,microsoft,0,1,0,French Polynesia
2015H1,microsoft,0.89,4407,3922,Germany
2015H1,microsoft,0.67,24,16,Greece
2015H1,microsoft,0.83,146,121,Hong Kong
2015H1,microsoft,0.88,68,59,Hungary
2015H1,microsoft,0.85,386,328,India
2015H1,microsoft,0.83,47,39,Ireland
2015H1,microsoft,0.57,53,30,Israel
2015H1,microsoft,0.86,1011,869,Italy
2015H1,microsoft,0.69,382,263,Japan
2015H1,microsoft,0.74,154,113,Korea
2015H1,microsoft,1,5,5,Lithuania
2015H1,microsoft,0.83,66,54,Luxembourg
2015H1,microsoft,1,1,1,Malaysia
2015H1,microsoft,0.74,65,48,Malta
2015H1,microsoft,0.94,410,385,Mexico
2015H1,microsoft,0.5,2,1,Moldova
2015H1,microsoft,1,1,1,Monaco
2015H1,microsoft,0.97,397,385,Netherlands
2015H1,microsoft,0.81,42,34,New Zealand
2015H1,microsoft,0.84,86,72,Norway
2015H1,microsoft,1,2,2,Pakistan
2015H1,microsoft,1,3,3,Panama
2015H1,microsoft,0.94,31,29,Peru
2015H1,microsoft,0.69,74,51,Poland
2015H1,microsoft,0.9,611,549,Portugal
2015H1,microsoft,0.67,3,2,Puerto Rico
2015H1,microsoft,0,2,0,Russian Federation
2015H1,microsoft,0.8,114,91,Singapore
2015H1,microsoft,0.62,13,8,Slovakia
2015H1,microsoft,0.5,2,1,Slovenia
2015H1,microsoft,0.33,3,0,South Africa
2015H1,microsoft,0.89,588,523,Spain
2015H1,microsoft,0.87,262,227,Sweden
2015H1,microsoft,0.78,117,91,Switzerland
2015H1,microsoft,0.95,578,549,Taiwan
2015H1,microsoft,0.93,15,13,Thailand
2015H1,microsoft,0.98,5191,5087,Turkey
2015H1,microsoft,0,1,0,Ukraine
2015H1,microsoft,0.89,5680,5055,United Kingdom
2015H1,microsoft,0.8,5940,4752,United States
2015H1,microsoft,1,2,2,Uruguay
2015H1,microsoft,1,10,10,Venezuela
2015H2,microsoft,1,2,2,Andorra
2015H2,microsoft,0.9,789,710,Argentina
2015H2,microsoft,0.88,1019,896,Australia
2015H2,microsoft,0.55,62,34,Austria
2015H2,microsoft,0,3,0,Belarus
2015H2,microsoft,0.89,481,428,Belgium
2015H2,microsoft,0.95,1441,1368,Brazil
2015H2,microsoft,0.78,37,28,Canada
2015H2,microsoft,0.91,137,124,Chile
2015H2,microsoft,0,3,0,China
2015H2,microsoft,0.93,141,131,Colombia
2015H2,microsoft,0.88,59,51,Costa Rica
2015H2,microsoft,1,1,1,Croatia
2015H2,microsoft,0.77,64,49,Czech Republic
2015H2,microsoft,0.78,86,67,Denmark
2015H2,microsoft,1,7,7,Dominican Republic
2015H2,microsoft,0.91,23,20,Ecuador
2015H2,microsoft,1,1,1,El Salvador
2015H2,microsoft,1,4,4,Estonia
2015H2,microsoft,0.91,56,50,Finland
2015H2,microsoft,0.78,6280,4898,France
2015H2,microsoft,0.85,4026,3422,Germany
2015H2,microsoft,0.6,10,6,Greece
2015H2,microsoft,0.74,107,79,Hong Kong
2015H2,microsoft,0.66,44,29,Hungary
2015H2,microsoft,0.8,414,331,India
2015H2,microsoft,0.86,36,30,Ireland
2015H2,microsoft,0.55,20,11,Israel
2015H2,microsoft,0.74,572,423,Italy
2015H2,microsoft,0.59,330,194,Japan
2015H2,microsoft,0.8,66,52,"Korea, Republic Of"
2015H2,microsoft,0,1,0,Liechtenstein
2015H2,microsoft,0.5,8,4,Lithuania
2015H2,microsoft,0.77,44,33,Luxembourg
2015H2,microsoft,0.84,37,31,Malta
2015H2,microsoft,0.93,319,296,Mexico
2015H2,microsoft,1,2,2,Moldova
2015H2,microsoft,0,2,0,Monaco
2015H2,microsoft,0.95,509,483,Netherlands
2015H2,microsoft,0.72,57,41,New Zealand
2015H2,microsoft,0.88,112,98,Norway
2015H2,microsoft,1,1,1,Pakistan
2015H2,microsoft,1,1,1,Panama
2015H2,microsoft,0.94,33,31,Peru
2015H2,microsoft,0.69,81,55,Poland
2015H2,microsoft,0.84,445,373,Portugal
2015H2,microsoft,0,1,0,Russian Federation
2015H2,microsoft,0.77,115,88,Singapore
2015H2,microsoft,0.75,12,9,Slovakia
2015H2,microsoft,1,2,2,Slovenia
2015H2,microsoft,0,2,0,South Africa
2015H2,microsoft,0.88,528,464,Spain
2015H2,microsoft,0.85,190,161,Sweden
2015H2,microsoft,0.76,105,79,Switzerland
2015H2,microsoft,0.91,434,394,Taiwan
2015H2,microsoft,0.97,9169,8893,Turkey
2015H2,microsoft,0.9,5254,4728,United Kingdom
2015H2,microsoft,0.79,5297,4184,United States
2015H2,microsoft,0,1,0,Urugay
2016H1,microsoft,0.94,866,814,Argentina
2016H1,microsoft,0,1,0,Armenia
2016H1,microsoft,0.9,1000,900,Australia
2016H1,microsoft,0.6,30,18,Austria
2016H1,microsoft,0.88,351,308,Belgium
2016H1,microsoft,0.97,1251,1213,Brazil
2016H1,microsoft,0,1,0,Bulgaria
2016H1,microsoft,0.84,61,51,Canada
2016H1,microsoft,0.9,127,114,Chile
2016H1,microsoft,0.93,134,124,Colombia
2016H1,microsoft,0.8,81,64,Costa Rica
2016H1,microsoft,1,1,1,Cyprus
2016H1,microsoft,0.7,47,32,Czech Republic
2016H1,microsoft,0.76,68,51,Denmark
2016H1,microsoft,0.56,9,5,Dominican Republic
2016H1,microsoft,0.79,28,22,Ecuador
2016H1,microsoft,0,1,0,El Salvador
2016H1,microsoft,0.5,2,1,Estonia
2016H1,microsoft,0.88,42,36,Finland
2016H1,microsoft,0.73,5045,3682,France
2016H1,microsoft,0,3,0,Georgia
2016H1,microsoft,0.85,4167,3541,Germany
2016H1,microsoft,0.75,8,6,Greece
2016H1,microsoft,0.71,106,75,Hong Kong
2016H1,microsoft,0.84,45,37,Hungary
2016H1,microsoft,0.84,507,425,India
2016H1,microsoft,0.84,32,26,Ireland
2016H1,microsoft,0.88,85,74,Israel
2016H1,microsoft,0.81,663,537,Italy
2016H1,microsoft,0.77,224,172,Japan
2016H1,microsoft,0.83,81,67,Korea
2016H1,microsoft,0,1,0,Latvia
2016H1,microsoft,0.78,9,7,Lithuania
2016H1,microsoft,0.91,109,99,Luxembourg
2016H1,microsoft,0.96,23,22,Malta
2016H1,microsoft,0.93,347,322,Mexico
2016H1,microsoft,1,2,2,Moldova
2016H1,microsoft,1,1,1,Monaco
2016H1,microsoft,0.96,385,369,Netherlands
2016H1,microsoft,0.74,46,34,New Zealand
2016H1,microsoft,0.91,200,182,Norway
2016H1,microsoft,1,1,1,Pakistan
2016H1,microsoft,0.93,54,50,Panama
2016H1,microsoft,0.5,4,2,Paraguay
2016H1,microsoft,0.97,30,29,Peru
2016H1,microsoft,0.71,91,64,Poland
2016H1,microsoft,0.85,522,443,Portugal
2016H1,microsoft,0.5,2,1,Puerto Rico
2016H1,microsoft,0,1,0,Romania
2016H1,microsoft,0,2,0,Russian Federation
2016H1,microsoft,0.85,100,85,Singapore
2016H1,microsoft,0.38,8,3,Slovakia
2016H1,microsoft,0,2,0,South Africa
2016H1,microsoft,0.85,623,529,Spain
2016H1,microsoft,0.89,185,164,Sweden
2016H1,microsoft,0.84,98,82,Switzerland
2016H1,microsoft,0.92,393,361,Taiwan
2016H1,microsoft,0.97,7364,7143,Turkey
2016H1,microsoft,0,1,0,Ukraine
2016H1,microsoft,0,1,0,United Arab Emirates
2016H1,microsoft,0.93,4731,4399,United Kingdom
2016H1,microsoft,0.83,5168,4289,United States
2016H1,microsoft,0,1,0,Uruguay
2016H2,microsoft,0.93,548,509,Argentina
2016H2,microsoft,0.82,747,612,Australia
2016H2,microsoft,0.83,18,14,Austria
2016H2,microsoft,0,1,0,Belarus
2016H2,microsoft,0.94,357,335,Belgium
2016H2,microsoft,0.98,1220,1195,Brazil
2016H2,microsoft,0.79,43,33,Canada
2016H2,microsoft,0.88,99,87,Chile
2016H2,microsoft,0.78,90,70,Colombia
2016H2,microsoft,0.76,46,34,Costa Rica
2016H2,microsoft,0.84,50,42,Czech Republic
2016H2,microsoft,0.68,53,36,Denmark
2016H2,microsoft,1,4,4,Dominican Republic
2016H2,microsoft,0.93,27,25,Ecuador
2016H2,microsoft,1,1,1,El Salvador
2016H2,microsoft,0.94,18,16,Finland
2016H2,microsoft,0.73,3716,2712,France
2016H2,microsoft,1,34,34,Georgia
2016H2,microsoft,0.84,3546,2978,Germany
2016H2,microsoft,0.88,16,14,Greece
2016H2,microsoft,0.83,77,63,Hong Kong
2016H2,microsoft,0.73,56,40,Hungary
2016H2,microsoft,0.79,403,318,India
2016H2,microsoft,0.67,48,32,Ireland
2016H2,microsoft,0.66,38,25,Israel
2016H2,microsoft,0.68,471,320,Italy
2016H2,microsoft,0.82,114,93,Japan
2016H2,microsoft,0,1,0,Latvia
2016H2,microsoft,1,2,2,Lithuania
2016H2,microsoft,0.9,71,63,Luxembourg
2016H2,microsoft,0.8,15,12,Malta
2016H2,microsoft,0.85,237,201,Mexico
2016H2,microsoft,1,1,1,Moldova
2016H2,microsoft,0.93,481,447,Netherlands
2016H2,microsoft,0.67,18,12,New Zealand
2016H2,microsoft,0.93,193,179,Norway
2016H2,microsoft,0.67,3,2,Pakistan
2016H2,microsoft,1,1,1,Panama
2016H2,microsoft,1,1,1,Paraguay
2016H2,microsoft,0.93,14,13,Peru
2016H2,microsoft,0.74,61,45,Poland
2016H2,microsoft,0.81,423,342,Portugal
2016H2,microsoft,0.6,5,3,Romania
2016H2,microsoft,0,10,0,Russia
2016H2,microsoft,1,1,1,Serbia
2016H2,microsoft,0.87,111,96,Singapore
2016H2,microsoft,0.71,14,9,Slovakia
2016H2,microsoft,0.73,85,62,South Korea
2016H2,microsoft,0.83,434,360,Spain
2016H2,microsoft,0.93,133,123,Sweden
2016H2,microsoft,0.77,119,91,Switzerland
2016H2,microsoft,0.93,455,423,Taiwan
2016H2,microsoft,0.88,2514,2212,Turkey
2016H2,microsoft,0.5,8,4,Ukraine
2016H2,microsoft,0.9,3846,3461,United Kingdom
2016H2,microsoft,0.84,4739,3980,United States
2013H1,facebook,0.83,6,4,Albania
2013H1,facebook,0.27,152,41,Argentina
2013H1,facebook,0.64,546,349,Australia
2013H1,facebook,0.17,35,5,Austria
2013H1,facebook,0,1,0,Bangladesh
2013H1,facebook,0,3,0,Barbados
2013H1,facebook,0.7,150,105,Belgium
2013H1,facebook,0.25,4,1,Bosnia
2013H1,facebook,0,3,0,Botswana
2013H1,facebook,0.33,715,235,Brazil
2013H1,facebook,0,1,0,Bulgaria
2013H1,facebook,0,1,0,Cambodia
2013H1,facebook,0.44,192,84,Canada
2013H1,facebook,0.68,215,146,Chile
2013H1,facebook,0.15,27,4,Colombia
2013H1,facebook,0,4,0,Costa Rica
2013H1,facebook,0,2,0,Croatia
2013H1,facebook,0.33,3,0,Cyprus
2013H1,facebook,0.6,10,6,Czech Republic
2013H1,facebook,0.55,11,6,Denmark
2013H1,facebook,0,2,0,Ecuador
2013H1,facebook,0,8,0,Egypt
2013H1,facebook,0,2,0,El Salvador
2013H1,facebook,0.75,12,9,Finland
2013H1,facebook,0.39,1547,603,France
2013H1,facebook,0.37,1886,697,Germany
2013H1,facebook,0.54,122,65,Greece
2013H1,facebook,1,1,1,Hong Kong
2013H1,facebook,0.36,25,9,Hungary
2013H1,facebook,1,1,1,Iceland
2013H1,facebook,0.5,3245,1622,India
2013H1,facebook,0.71,34,24,Ireland
2013H1,facebook,0.5,113,56,Israel
2013H1,facebook,0.53,1705,903,Italy
2013H1,facebook,0,4,0,Ivory Coast
2013H1,facebook,0,1,0,Japan
2013H1,facebook,0.17,6,1,Lithuania
2013H1,facebook,0.33,9,2,Macedonia
2013H1,facebook,0,7,0,Malaysia
2013H1,facebook,0.6,89,53,Malta
2013H1,facebook,0.37,78,28,Mexico
2013H1,facebook,0,2,0,Mongolia
2013H1,facebook,0,2,0,Montenegro
2013H1,facebook,0.33,3,0,Nepal
2013H1,facebook,0.36,11,3,Netherlands
2013H1,facebook,0.58,106,61,New Zealand
2013H1,facebook,0.31,16,4,Norway
2013H1,facebook,0.77,35,26,Pakistan
2013H1,facebook,0,2,0,Panama
2013H1,facebook,0.15,13,1,Peru
2013H1,facebook,0.25,4,1,Philippines
2013H1,facebook,0.09,233,20,Poland
2013H1,facebook,0.42,177,74,Portugal
2013H1,facebook,0,3,0,Qatar
2013H1,facebook,0.63,16,10,Romania
2013H1,facebook,0,1,0,Russia
2013H1,facebook,0,3,0,Serbia
2013H1,facebook,0.7,107,74,Singapore
2013H1,facebook,0.5,6,3,Slovenia
2013H1,facebook,0,14,0,South Africa
2013H1,facebook,0.14,7,0,South Korea
2013H1,facebook,0.51,479,244,Spain
2013H1,facebook,0.54,54,29,Sweden
2013H1,facebook,0.13,32,4,Switzerland
2013H1,facebook,0.84,229,192,Taiwan
2013H1,facebook,0,2,0,Thailand
2013H1,facebook,0.47,96,45,Turkey
2013H1,facebook,0,1,0,Uganda
2013H1,facebook,0.68,1975,1343,United Kingdom
2013H1,facebook,0.79,11500,9085,United States
2013H2,facebook,0.83,6,4,Albania
2013H2,facebook,0.18,278,50,Argentina
2013H2,facebook,0,1,0,Armenia
2013H2,facebook,0.66,603,397,Australia
2013H2,facebook,0.14,28,3,Austria
2013H2,facebook,0,1,0,Bahrain
2013H2,facebook,0,0,0,Bangladesh
2013H2,facebook,0.65,154,100,Belgium
2013H2,facebook,0,1,0,Bhutan
2013H2,facebook,0.5,4,2,Bosnia
2013H2,facebook,0,1,0,Botswana
2013H2,facebook,0.34,1165,396,Brazil
2013H2,facebook,0.5,2,1,Bulgaria
2013H2,facebook,0,1,0,Cambodia
2013H2,facebook,0.5,174,87,Canada
2013H2,facebook,0.64,230,147,Chile
2013H2,facebook,0.19,21,3,Colombia
2013H2,facebook,0.11,9,0,Costa Rica
2013H2,facebook,0.43,7,3,Croatia
2013H2,facebook,1,3,3,Cyprus
2013H2,facebook,0.79,14,11,Czech Republic
2013H2,facebook,0.33,12,3,Denmark
2013H2,facebook,0,2,0,Ecuador
2013H2,facebook,0,6,0,Egypt
2013H2,facebook,0.33,6,1,Estonia
2013H2,facebook,0.64,11,7,Finland
2013H2,facebook,0.34,1661,564,France
2013H2,facebook,0.33,3,0,Georgia
2013H2,facebook,0.38,1687,641,Germany
2013H2,facebook,0.5,115,57,Greece
2013H2,facebook,0,2,0,Greenland
2013H2,facebook,0.88,25,22,Hong Kong
2013H2,facebook,0.29,38,11,Hungary
2013H2,facebook,0.54,3598,1942,India
2013H2,facebook,0.63,35,22,Ireland
2013H2,facebook,0.51,129,65,Israel
2013H2,facebook,0.53,1699,900,Italy
2013H2,facebook,1,1,1,Ivory Coast
2013H2,facebook,0,2,0,Kazakhstan
2013H2,facebook,0,4,0,Kuwait
2013H2,facebook,0,12,0,Lebanon
2013H2,facebook,0.44,9,3,Lithuania
2013H2,facebook,0,2,0,Luxembourg
2013H2,facebook,0,1,0,Macau
2013H2,facebook,0.83,6,4,Macedonia
2013H2,facebook,0.19,16,3,Malaysia
2013H2,facebook,0.62,81,50,Malta
2013H2,facebook,0.54,125,67,Mexico
2013H2,facebook,0,2,0,Nepal
2013H2,facebook,0.36,23,8,Netherlands
2013H2,facebook,0.7,80,56,New Zealand
2013H2,facebook,0.13,15,1,Norway
2013H2,facebook,0,3,0,Oman
2013H2,facebook,0.48,126,60,Pakistan
2013H2,facebook,0,4,0,Palestine
2013H2,facebook,0,2,0,Peru
2013H2,facebook,0.5,4,2,Philippines
2013H2,facebook,0.15,220,33,Poland
2013H2,facebook,0.25,148,37,Portugal
2013H2,facebook,0,3,0,Qatar
2013H2,facebook,0.45,11,4,Romania
2013H2,facebook,0,1,0,Russia
2013H2,facebook,1,2,2,Serbia
2013H2,facebook,0.71,141,100,Singapore
2013H2,facebook,0.67,3,2,Slovenia
2013H2,facebook,0,3,0,South Africa
2013H2,facebook,0,1,0,South Korea
2013H2,facebook,0.4,404,161,Spain
2013H2,facebook,0,1,0,Sri Lanka
2013H2,facebook,0,4,0,Sudan
2013H2,facebook,0.53,89,47,Sweden
2013H2,facebook,0.18,34,6,Switzerland
2013H2,facebook,0.72,193,138,Taiwan
2013H2,facebook,0,2,0,Thailand
2013H2,facebook,0.57,129,73,Turkey
2013H2,facebook,0,1,0,Uganda
2013H2,facebook,0,2,0,United Arab Emirates
2013H2,facebook,0.71,1906,1353,United Kingdom
2013H2,facebook,0.81,12598,10204,United States
2013H2,facebook,0,1,0,Uruguay
2014H1,facebook,0,1,0,Afghanistan
2014H1,facebook,0.75,4,3,Albania
2014H1,facebook,0.32,254,81,Argentina
2014H1,facebook,0.25,4,1,Armenia
2014H1,facebook,0.6,610,366,Australia
2014H1,facebook,0.17,63,10,Austria
2014H1,facebook,0,1,0,Bahrain
2014H1,facebook,0,7,0,Bangladesh
2014H1,facebook,0.57,209,119,Belgium
2014H1,facebook,0.67,6,4,Bosnia
2014H1,facebook,0,1,0,Botswana
2014H1,facebook,0.35,1307,457,Brazil
2014H1,facebook,0,1,0,Brunei
2014H1,facebook,1,3,3,Bulgaria
2014H1,facebook,0.54,263,142,Canada
2014H1,facebook,0.5,307,153,Chile
2014H1,facebook,0.38,52,19,Colombia
2014H1,facebook,0,3,0,Costa Rica
2014H1,facebook,0.79,19,15,Croatia
2014H1,facebook,0.69,13,8,Cyprus
2014H1,facebook,0.27,11,2,Czech Republic
2014H1,facebook,0.4,15,6,Denmark
2014H1,facebook,0.27,11,2,Dominican Republic
2014H1,facebook,0,1,0,Ecuador
2014H1,facebook,0.2,5,1,Egypt
2014H1,facebook,0.43,7,3,Estonia
2014H1,facebook,0.43,28,12,Finland
2014H1,facebook,0.3,2249,674,France
2014H1,facebook,0,1,0,Georgia
2014H1,facebook,0.34,2537,862,Germany
2014H1,facebook,0.56,128,71,Greece
2014H1,facebook,0,3,0,Greenland
2014H1,facebook,0,1,0,Guatemala
2014H1,facebook,0.6,20,12,Hong Kong
2014H1,facebook,0.33,57,18,Hungary
2014H1,facebook,0.5,2,1,Iceland
2014H1,facebook,0.51,4559,2325,India
2014H1,facebook,0.61,54,32,Ireland
2014H1,facebook,0.51,111,56,Israel
2014H1,facebook,0.49,1869,915,Italy
